configuracao,arquivo,metrica,centralizada,adaptativa,diferenca,n_pares,n_pares_censurados
C4_C1,j6043_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6046_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j604_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j607_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6010_1.sm,taxa_omissao,0.3,0.06527777777777778,-0.23472222222222228,12,0
C4_C1,j6013_1.sm,taxa_omissao,0.33749999999999997,0.1013888888888889,-0.23611111111111108,12,0
C4_C1,j6016_1.sm,taxa_omissao,0.3777777777777777,0.09861111111111111,-0.27916666666666673,12,0
C4_C1,j6019_1.sm,taxa_omissao,0.3138888888888889,0.07083333333333335,-0.24305555555555555,12,0
C4_C1,j6021_1.sm,taxa_omissao,0.3083333333333333,0.06805555555555556,-0.24027777777777778,12,0
C4_C1,j6024_1.sm,taxa_omissao,0.2513888888888889,0.05833333333333334,-0.19305555555555554,12,0
C4_C1,j6027_1.sm,taxa_omissao,0.29027777777777775,0.08333333333333333,-0.20694444444444446,12,0
C4_C1,j602_1.sm,taxa_omissao,0.3319444444444444,0.09166666666666667,-0.24027777777777778,12,0
C4_C1,j6032_1.sm,taxa_omissao,0.28888888888888886,0.08055555555555556,-0.20833333333333334,12,0
C4_C1,j6035_1.sm,taxa_omissao,0.3194444444444445,0.07777777777777779,-0.2416666666666666,12,0
C4_C1,j6038_1.sm,taxa_omissao,0.29027777777777775,0.09027777777777778,-0.19999999999999998,12,0
C4_C1,j6040_1.sm,taxa_omissao,0.3333333333333333,0.09027777777777779,-0.24305555555555558,12,0
C4_C1,j6043_1.sm,taxa_omissao,0.24722222222222223,0.08055555555555556,-0.16666666666666666,12,0
C4_C1,j6046_1.sm,taxa_omissao,0.3277777777777777,0.08611111111111112,-0.24166666666666667,12,0
C4_C1,j604_1.sm,taxa_omissao,0.34583333333333327,0.08055555555555555,-0.2652777777777778,12,0
C4_C1,j607_1.sm,taxa_omissao,0.3361111111111111,0.08611111111111112,-0.24999999999999997,12,0
C4_C1,j6010_1.sm,E_plano,323.0,323.0,0.0,12,0
C4_C1,j6013_1.sm,E_plano,340.0,340.0,0.0,12,0
C4_C1,j6016_1.sm,E_plano,365.0,365.0,0.0,12,0
C4_C1,j6019_1.sm,E_plano,336.0,336.0,0.0,12,0
C4_C1,j6021_1.sm,E_plano,332.0,332.0,0.0,12,0
C4_C1,j6024_1.sm,E_plano,284.0,284.0,0.0,12,0
C4_C1,j6027_1.sm,E_plano,346.0,346.0,0.0,12,0
C4_C1,j602_1.sm,E_plano,324.0,324.0,0.0,12,0
C4_C1,j6032_1.sm,E_plano,337.0,337.0,0.0,12,0
C4_C1,j6035_1.sm,E_plano,353.0,353.0,0.0,12,0
C4_C1,j6038_1.sm,E_plano,341.0,341.0,0.0,12,0
C4_C1,j6040_1.sm,E_plano,375.0,375.0,0.0,12,0
C4_C1,j6043_1.sm,E_plano,334.0,334.0,0.0,12,0
C4_C1,j6046_1.sm,E_plano,320.0,320.0,0.0,12,0
C4_C1,j604_1.sm,E_plano,382.0,382.0,0.0,12,0
C4_C1,j607_1.sm,E_plano,336.0,336.0,0.0,12,0
C4_C1,j6010_1.sm,retrabalho_sobre_plano,0.2631279334374616,0.1710516928276661,-0.09207624060979541,12,0
C4_C1,j6013_1.sm,retrabalho_sobre_plano,0.351416410936711,0.35435326023140007,0.002936849294688945,12,0
C4_C1,j6016_1.sm,retrabalho_sobre_plano,0.3898440283513,0.2880227799002994,-0.10182124845100061,12,0
C4_C1,j6019_1.sm,retrabalho_sobre_plano,0.28874065458410664,0.1947796530047985,-0.0939610015793081,12,0
C4_C1,j6021_1.sm,retrabalho_sobre_plano,0.2908535966514556,0.2325508942167591,-0.05830270243469652,12,0
C4_C1,j6024_1.sm,retrabalho_sobre_plano,0.23549474934000636,0.135870358109061,-0.09962439123094535,12,0
